Beans,Bulgur,Cheese,Fish,Meat,CSB,Dates,DSM,Milk,Salt,Lentils,Maize,Maize meal,Chickpeas,Rice,Sorghum,Soya-fortified bulgur wheat,Soya-fortified maize meal,Soya-fortified sorghum grits,Soya-fortified wheat flour,Sugar,Oil,Wheat,Wheat flour,WSB,intercept
0.0,-0.004440224048000911,-0.0,-0.0,-0.0,-0.07686142464716669,-0.0,0.0,-0.0,0.0,-0.0,-0.008743994195981306,-0.01177678081392566,-0.0,-0.01625009094305802,-0.0004039218563871111,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0021735699823126225,0.0,0.5439802126785869
