Beans,Bulgur,Cheese,Fish,Meat,CSB,Dates,DSM,Milk,Salt,Lentils,Maize,Maize meal,Chickpeas,Rice,Sorghum,Soya-fortified bulgur wheat,Soya-fortified maize meal,Soya-fortified sorghum grits,Soya-fortified wheat flour,Sugar,Oil,Wheat,Wheat flour,WSB,intercept
0.0,-0.012239363153986499,-0.0,-0.0,-0.0,-0.07279407154792748,-0.0,0.0,-0.0,0.0,-0.0,-0.01482661810402775,-0.01579841699719862,-0.0,-0.02632868915752909,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0010724809714259265,0.0007488560121004937,0.0,0.5683942243912793
