Beans,Bulgur,Cheese,Fish,Meat,CSB,Dates,DSM,Milk,Salt,Lentils,Maize,Maize meal,Chickpeas,Rice,Sorghum,Soya-fortified bulgur wheat,Soya-fortified maize meal,Soya-fortified sorghum grits,Soya-fortified wheat flour,Sugar,Oil,Wheat,Wheat flour,WSB,label
0.732285,0.0,0.0,0.0,0.0,0.326671,0.0,0.367119,0.0,0.05,0.0,4.488713,0.0,0.0,0.893883,0.0,0.0,0.0,0.0,0.0,0.2,0.344253,0.0,0.0,0.402163,0.5669
0.0,0.0,0.0,0.0,0.0,0.576374,0.0,0.414287,0.0,0.05,0.0,3.146262,0.0,0.792274,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.258391,1.177613,0.0,0.129693,0.7467
0.917558,0.0,0.0,0.0,0.0,0.0,0.0,0.046927,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.300743,2.044055,3.254353,0.877844,0.2767
0.0,3.486493,0.0,0.265922,0.0,0.0,0.0,0.047892,0.284153,0.05,0.0,0.0,0.0,0.635797,0.0,0.0,0.0,0.0,0.127161,0.0,0.2,0.381841,0.0,0.0,0.7,0.3088
0.758134,0.078835,0.0,0.0,0.0,0.082474,0.0,0.410802,0.0,0.05,0.0,0.0,4.05044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.327546,0.0,0.0,0.520776,0.8016
0.364056,0.0,0.0,0.0,0.0,0.0,0.0,0.198713,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.233244,2.94646,2.858208,0.675835,0.4085
0.845137,0.0,0.46292,0.0,0.0,0.0,0.143823,0.120111,0.0,0.05,0.0,5.813664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.366174,0.0,0.0,0.608461,0.1655
0.358861,0.0,0.0,0.0,0.0,0.0,0.0,0.172475,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2.290364,0.0,0.0,0.0,0.0,0.2,0.180431,2.937191,0.313303,0.767823,0.2964
0.800859,0.0,0.0,0.0,0.0,0.0,0.0,0.321592,0.0,0.05,0.0,0.854329,0.0,0.0,0.0,3.208748,0.0,0.0,0.0,0.0,0.2,0.275763,0.0,0.0,0.648936,0.8629
0.87049,0.0,0.0,0.0,0.0,0.686203,0.0,0.003787,0.540063,0.05,0.0,0.0,0.0,0.0,0.0,5.583366,0.0,0.0,0.0,0.0,0.2,0.347076,0.0,0.0,0.0,0.3434
0.0,3.101203,0.0,0.0,0.020341,0.70591,0.0,0.484502,0.0,0.05,0.666303,0.0,0.0,0.178885,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.395025,0.0,0.0,0.0,0.356
0.323593,0.0,0.0,0.0,0.0,0.0,0.0,0.06832,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3.66631,0.0,0.0,0.0,0.0,0.2,0.239844,1.928181,0.0,0.889789,0.1951
0.779781,0.0,0.0,0.272604,0.0,0.688912,0.0,0.305554,0.0,0.05,0.095168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.29297,0.0,5.385724,0.0,0.3914
0.594313,0.0,0.0,0.0,0.0,0.452919,0.0,0.337751,0.0,0.05,0.0,0.791843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.32537,3.543722,0.0,0.29366,0.7506
0.319611,1.749797,0.267668,0.0,0.0,0.587164,0.0,0.248543,0.0,0.05,0.0,0.0,0.0,0.0,2.140957,0.0,0.0,0.0,0.0,0.0,0.2,0.178043,0.0,0.091746,0.285518,0.2355
0.389702,1.709234,0.0,0.0,0.0,0.763971,0.0,0.498056,0.0,0.05,0.0,0.0,0.0,0.0,0.0,4.212663,0.0,0.0,0.0,0.0,0.2,0.161153,0.0,0.0,0.0,0.1775
0.0,3.720173,0.078023,0.0,0.0,0.848962,0.0,0.0,0.503606,0.05,0.79234,0.022813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.208329,0.0,0.0,0.039694,0.3455
0.987608,0.0,0.256824,0.0,0.0,0.808546,0.0,0.178236,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.182979,0.0,5.453317,0.0,0.2434
