intercept,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,cluster
-0.3530351452445544,-0.06559493557676684,-0.16110229768122408,0.24044327310872607,-0.3696939150707924,0.45135307463767615,0.05556329062906175,-0.21373014857017553,0.02271511372307691,-0.12511797572152483,0.21712666679304907,0.037252120043949837,-0.30776940385438184,-0.41689375500151205,-0.11704746318222366,-0.1612505756282195,-0.40875655836831903,-0.1682926093579917,-0.20836262626241445,-0.1659750769936323,-0.3629326818034544,-0.044530477380948195,-0.06033072995343206,-0.13806140122032473,2
3.112845262143648,-0.0893460799615596,-0.10328550459395659,-1.856051879700056,-1.020865736623798,-1.3766538380667481,-2.6929718916566827,0.016793413522730775,-0.2284748560461703,-0.445753767480086,-0.11077846398858571,-0.11102181818742156,-0.12859334063600508,0.09112426709890639,-0.06289962703369607,-0.1415267034088052,-1.0064008883053683,-2.2251953932158823,-1.0756843791240835,-0.9649671369336406,-1.159805748601401,-0.10799674997674495,-0.051850356599047125,-2.329534329615285,2
-0.2487623747072045,-0.08809732803654134,-0.2989859538683964,-0.012548902465257725,0.2503270581095431,-0.04102080073459698,0.12396459426710867,-0.11180134703563303,0.12232223139589558,0.0696452769756274,-0.3464369768850205,-0.28684926652737675,-0.22480105755215818,0.1404716979297265,-0.3665541492965153,-0.03449951954840139,-0.371771247027362,-0.3974503941612542,-0.37762107082329993,-0.3335877664821079,-0.5443345315163828,-0.05891570174073395,-0.19111660384162135,0.17602708240889878,2
0.28049988500084877,-0.16988886329726166,-0.06273135967880228,-0.2942291915192423,-1.4607783564824444,-0.7435166391204374,0.48028065702878636,0.17419161816728604,-0.6475142924113398,-0.7594808924605578,-0.10445854984366952,-0.07740327571749138,-0.06175232456570199,-0.27490006657942606,-1.513084545883136,-0.04598881811969922,0.2494580594743843,0.42734952244913754,-0.8884506567786262,-0.7618904072220958,1.7517897265353295,-0.07666531747975004,-2.368668379446285,0.2616708912769408,2
-0.5107327819995837,0.7025506450284373,-0.9876413688896744,-0.3013800049827207,-0.06554312247623599,-0.32927647791760234,-0.47339121316863475,-0.431888673350401,1.184699550834739,-0.2799447249413809,-0.1931526279014161,-0.29878839839770965,-0.2628192334473907,0.7370055947128085,-0.37058056668342704,-0.1517513285170915,-0.4200748480001925,0.013067104113614956,0.7094137077674773,-0.19074642210608211,-1.2662750262910567,-0.07298091973898012,0.09343086170648757,-0.3849792314506148,2
-0.15831563597480042,-0.34184765541028295,-0.3831745838599242,-0.08960621541962902,0.15290075818614904,0.2733246729290571,0.2765258487226992,-0.37069694520054175,-0.2500930800983396,0.37749218619746744,-0.0468638797145222,-0.43874995063850175,-0.4086384587190682,-0.3701169780577786,-0.08946750681884025,-0.9705082397631754,-0.3083749457962378,0.3479062902459146,0.3508689540733426,-0.3514561362052234,-0.3501152342930212,-0.2785335608804409,-0.055735730679026436,-0.4860179492982757,2
-0.3550903773376274,-1.2633980969355751,-0.3474269312043793,2.2894099204819356,0.2724633148200048,1.2118247930466879,0.19128190640286089,-0.2541342036203046,2.378469498845198,0.7035050077397418,0.4011654525132126,-0.712866281824718,-0.20073411084951553,-0.05246494111613587,-0.4767854717617159,-0.24457459270933954,1.121336130730973,1.1877782118317362,0.1127057778239029,0.6861138700463978,3.289652313101846,-0.40957131198623714,-0.23210284677647092,-2.4606377868089484,0
-6.306546534087967,-0.34408164441125805,-0.16760721610869111,-0.22544869314297558,1.0340397570491868,-0.31208619016428946,1.9839824269073731,-0.79018648727981,-2.4474146554083798,-0.9258291506388117,-0.45770316534273375,-1.6503227380317718,-0.5248126308595598,-0.8871531061575174,1.1571229869206443,-0.553923837852707,0.6233033269730918,0.6464523121653402,0.7389758466741368,0.46798594414187245,0.07377544673649335,1.5945127111757356,2.6194806070303605,-2.452911917017436,2
-6.825383130843077,-0.10812918084627932,1.0347781312139277,-0.9677119226500156,1.285863121354581,0.03715915542601926,2.9112601814834917,-0.4401854508326761,1.7596246987937691,1.8317042844591516,-0.15769732821850874,0.9317551827818431,0.9291222830789561,-0.47094626367008746,0.9651772795620538,1.7697072488108228,3.087508516178984,0.4053405014125934,2.8138291536885887,1.5301439831528807,-0.04167237266821483,2.5823361200280304,1.028393858280221,3.315883783047465,0
4.8042712189505545,-0.35463392803594856,0.7985511488705858,-4.623879018088073,-2.152443758132373,0.26367087652396576,-3.4036678173611183,-0.6860060309782886,1.5315926539279976,-0.4218562390846081,-0.7850192136319745,0.5626130991044789,0.6006732896870877,-0.612395953645681,0.6860518713455999,2.025171244397205,-1.6291931682290468,-0.4736085195559608,-1.2149299033299699,-0.8812109948619269,-0.9592048749422216,3.3293393228005796,0.8528178257053957,-2.6995313123487166,2
3.342910931058238,-1.7934931494792479,-0.01872659934607393,-2.3327858129190444,-1.7158876644195062,-0.48436613184355504,-2.04243055899293,-0.9027334000594412,-0.0757851261011614,-0.31747645647163836,-0.9566004813328443,-0.21545679258265715,-0.057881484001012375,-1.3469163005082343,-0.8617263788152655,0.1504641410813078,-1.1706835723703914,-1.1291262885279933,-1.315863920651299,-0.9148352119572836,-1.2527147948805608,0.01942985254692958,0.1236511915272329,-1.968021115228812,2
0.11439727985952608,-0.4276659338069363,-0.26643895149989916,0.026289328367878038,0.3193240888542023,-0.39215870086347043,-0.2471668788280783,-0.269059944289667,0.26489281750106364,7.542681980165791e-06,-0.057060826056221176,-0.37699568570723274,-0.22807353924842105,0.09185008162609122,-0.12934044196390038,-0.15918486168471271,-0.10896516354846594,-0.42800448605265384,-0.13452971218505694,-0.4133481400159072,0.12976101868122636,-0.33021298770009316,-0.2518344649168703,0.3733966334847344,2
-1.371357570293221,-3.111812969549452,0.5104662110214532,-1.5377006609895183,-0.3387870318596961,-1.44118017929206,0.5244847007294733,-1.9846915991166771,0.44016253602545524,0.21658406987993448,-1.7964267898707034,0.035650185005488486,0.5824649889663114,-2.5322362008567296,-0.41162099975541533,0.7604718849323602,-0.21122313478165658,-1.443228311913309,0.7952552632969372,0.2776966271905784,-1.1003075752307725,0.5548243038689981,0.7532882462698532,0.5330605254354853,2
