Beans,Bulgur,Cheese,Fish,Meat,CSB,Dates,DSM,Milk,Salt,Lentils,Maize,Maize meal,Chickpeas,Rice,Sorghum,Soya-fortified bulgur wheat,Soya-fortified maize meal,Soya-fortified sorghum grits,Soya-fortified wheat flour,Sugar,Oil,Wheat,Wheat flour,WSB,label
0.620333,0.832556,0,0.030751,0,0,0,0.32422,0,0.05,0,0,0,0,0,4.45055,0,0,0,0,0.2,0.255753,0,0,0.611649,0.780134345
0,0,0,0.210717,0,0,0,0.214794,0,0.05,0,4.414119,0,0.693183,0,0,0,0,0,0,0.2,0.391297,1.501382,0,0.745227,0.337824021
0,2.243182,0,0.337798,0,0,0,0.243258,0,0.05,0,0,3.596637,0.488785,0,0,0,0,0.166258,0,0.2,0.168218,0,0,0.7,0.193332135
0.379318,0,0,0,0,0,0,0.358108,0,0.05,0,0,0,0,1.125475,1.027319,0,0,0,0,0.2,0.317721,1.663232,0,0.668201,0.649028643
0,0,0.055616,0,0,0,0.918013,0.002096,0.505649,0.05,0,0,0,0,1.840794,0,0,0,0.134348,0,0.2,0.242128,2.005606,0,0.7,0.412902585
0.382675,0,0.107067,0,0,0,0,0.225095,0,0.05,0,0,0,0,0.4443,2.436183,0,0,0,0,0.2,0.169779,1.470127,0,0.767341,0.472670769
0,2.78226,0.267386,0,0,0,0,0.185841,0,0.05,0,0,0,0.310241,1.268902,0.134932,0,0,0,0,0.2,0.163534,0,0,0.887831,0.277438591
0.720287,0,0,0,0,0,0,0.361331,0,0.05,0,0,0,0,0,4.551087,0,0,0,0,0.2,0.225904,0.240821,0,0.622388,0.807717183
0.401412,0,0.523613,0,0,0,0,0.059044,0,0.05,0,4.390691,0,0,0,0,0.10995,0,0,0,0.2,0.150485,1.503083,0,0.7,0.135936322
0.930265,0,0,0,0,0,0.054122,0.248241,0,0.05,0,0,0,0,0,1.357022,0,0,0,0,0.2,0.3538,2.60359,0,0.69892,0.488925804
0.621489,0,0,0,0,0,0,0.252364,0,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0.308694,0.944635,2.936112,0.658215,0.876585718
0.761416,0.009922,0,0,0,0.321351,0,0.451363,0,0.05,0,3.661787,0,0,0,0,0,0,0,0,0.2,0.208572,0,0,0.281427,0.728256173
0.751029,0,0,0.103496,0,0,0,0.299033,0,0.05,0,3.972261,0,0,0,0,0.074883,0,0,0,0.2,0.239538,0.052271,0,0.7,0.721450367
0.894445,0,0,0,0,0,0,0.174481,0,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0.359531,1.464128,2.578413,0.782182,0.48439844
0,0,0,0,0,0,0.880982,0,0.431117,0.05,0,1.00959,0,0,0,0,0,0,0,0,0.2,0.385488,2.599919,0,0.824724,0.386760882
0.719941,0,0,0,0,0,0,0,0.588542,0.05,0,0,0,0,0,0,0.026189,0,0,0,0.2,0.294475,0.131306,4.07339,0.7,0.565520647
0.986732,0,0,0,0,0.7,0,0.014627,0.457354,0.05,0,0,0,0,0,0,0,0,0.125216,0,0.2,0.211979,5.311487,0,0,0.329944743
0.733703,0,0,0,0,0.61247,0,0,0.587845,0.05,0,0,0,0.061831,0,3.21679,0,0,0,0,0.2,0.233529,0,0,0.070792,0.517906839
0.80743,0,0,0,0.035058,0,0,0.291848,0,0.05,0.114691,0,0,0,0,0,0,0,0,0,0.2,0.210569,0,5.428772,0.657415,0.520346302
0.480387,1.562569,0.221048,0,0,0,0,0.037082,0.332398,0.05,0,1.563393,0,0,0,0,0,0,0,0,0.2,0.375697,0,0,0.65217,0.377145265
0.956362,0,0,0,0,0.368664,0,0,0.369286,0.05,0,3.159005,0,0,0,0,0,0,0,0,0.2,0.39602,0,0,0.528346,0.25537071
0.774439,0,0,0,0,0.779137,0.080037,0.39121,0,0.05,0,0,0,0,0,0,0,0,0,0,0.2,0.248028,0,3.214138,0.002715,0.617339778
0.950818,0,0,0,0,0,0,0.208613,0,0.05,0,0,0,0,0,2.997842,0,0,0,0,0.2,0.235361,1.132636,0,0.77745,0.550886553
