Beans,Bulgur,Cheese,Fish,Meat,CSB,Dates,DSM,Milk,Salt,Lentils,Maize,Maize meal,Chickpeas,Rice,Sorghum,Soya-fortified bulgur wheat,Soya-fortified maize meal,Soya-fortified sorghum grits,Soya-fortified wheat flour,Sugar,Oil,Wheat,Wheat flour,WSB,intercept
-0.1311853404554572,-0.05454340238844901,-0.7485271092347907,-0.6097660911662469,-0.7415125747255892,-1.6282190958308755,-0.0338640322502932,-0.518919575873247,-0.5131953539536582,0.11467055518602429,-0.11266647408256993,-0.06147085650086452,-0.06569571815516265,-0.07035809530032343,-0.0600800492399318,-0.06237148623214468,-1.0710382082012204,-1.8735145868639032,-0.9899506203634919,-1.0268331650338987,0.45868222074409715,-0.5491408358630937,-0.06188702052104185,-0.05761809870822822,-1.5516356150217288,2.293411103720511
