Beans,Bulgur,Cheese,Fish,Meat,CSB,Dates,DSM,Milk,Salt,Lentils,Maize,Maize meal,Chickpeas,Rice,Sorghum,Soya-fortified bulgur wheat,Soya-fortified maize meal,Soya-fortified sorghum grits,Soya-fortified wheat flour,Sugar,Oil,Wheat,Wheat flour,WSB,intercept
-0.16280365832127838,-0.057985432507681824,-0.7663815458094384,-0.6377977358447303,-0.8507730547067974,-1.5850939156888322,-0.07675282677012078,-0.459794718334447,-0.4426617370040616,0.1137524550538371,-0.12389856789723525,-0.06210832437948138,-0.06642757965759144,-0.08407064634570861,-0.0649008205507479,-0.06505443925419446,-1.356893188889313,-1.875865806398407,-1.05197102929893,-1.2693345784082914,0.4550098202153484,-0.539610513855082,-0.06499537376076252,-0.057866371842699195,-1.496616942276179,2.2750491010767324
