save_path,seed,cv_folds,task,parameters,best_params,valid_score,train_score,train_r2,test_score,test_r2,auc_train,auc_test,outcome,alg
results/svm/TPDP_v1_palatability_model.csv,1,5,continuous,"{'C': [0.1, 1, 10, 100]}",{'C': 100},-0.019033475676282333,0.018144694188417815,0.6445587582815611,0.019586696933949394,0.618689883492279,,,palatability,svm
