save_path,seed,cv_folds,task,parameters,best_params,valid_score,train_score,train_r2,test_score,test_r2,auc_train,auc_test,outcome,alg
results/gbm/TPDP_v1_palatability_model.csv,1,5,continuous,"{'learning_rate': [0.01, 0.025, 0.05, 0.075, 0.1, 0.15, 0.2], 'max_depth': [2, 3, 4, 5], 'n_estimators': [20]}","{'learning_rate': 0.2, 'max_depth': 5, 'n_estimators': 20}",-0.008342740324826164,0.0031460526547302417,0.9383711375624779,0.008664230064806966,0.831326405539319,,,palatability,gbm
