save_path,seed,cv_folds,task,parameters,best_params,valid_score,train_score,train_r2,test_score,test_r2,auc_threshold,auc_train,auc_test,outcome,outcome_label,alg,bootstrap_iteration
results/linear/vAAAI-23_CHEMOexample_OS_model.csv,1,5,continuous,"{'alpha': [0.1, 1, 10, 100, 1000], 'l1_ratio': array([0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9])}","{'alpha': 10, 'l1_ratio': 0.1}",-6.685833563262172,3.975810409525943,0.44247550478927067,12.836334118654724,0.3410458712971851,,,,OS,OS,linear,0
