intercept,layer,node,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46,node_47,node_48,node_49,node_50,node_51,node_52,node_53,node_54,node_55,node_56,node_57,node_58,node_59,node_60,node_61,node_62,node_63,node_64,node_65,node_66,node_67,node_68,node_69,node_70,node_71,node_72,node_73,node_74,node_75,node_76,node_77,node_78,node_79,node_80,node_81,node_82,node_83,node_84,node_85,node_86,node_87,node_88,node_89,node_90,node_91,node_92,node_93,node_94,node_95,node_96,node_97,node_98,node_99
0.1659154835956995,0,0,-0.04909746689295513,-0.034805602596984675,0.29473018199251483,0.2614684248737417,0.27174646543214354,-0.21812973397415095,0.09125932981683715,-0.23659122763900858,0.17813375792770375,-0.14652777705811768,-0.11196701611994923,-0.14874916455534568,0.12442210169419711,0.030775246715730332,0.0185416600109847,-0.14320639790107415,-0.012524886769756455,0.05090009870893301,0.3623186927297072,0.02644762338963213,-0.0015265400353426917,-0.02128836552971808,0.09364066332425437,-0.1220762578262534,0.2088413341655207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.021280623092818064,0,1,0.12432681094083683,0.028503252602440757,0.10970697374529262,0.15860052555492515,0.24762426937277504,-0.02730922637684943,0.09574595580004278,-0.15308845860089157,-0.1878642064138816,0.1350695400880028,0.14219276401993494,0.09711185053571167,0.06565442736871353,-0.09101141812323298,-0.1193654574907095,0.08021812454337582,0.1556373329945695,0.25081595915340454,0.05664139484775119,0.16711032236519455,0.11974802647374667,0.07280372120492161,-0.01872133705727345,0.001560787707389953,-0.03711371064065935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.015065581904428903,0,2,-0.2723100820844799,0.16119118705030422,0.15843511356681464,0.12242327194436983,-0.07852453028062566,-0.0049671174549546305,-0.17112549181021638,-0.03860638545633175,0.013306966853479861,-0.28159988553760523,0.11298621683337243,-0.31453176278511386,0.1722513595507546,0.02489854095634545,0.07090253063510105,0.06229819396649336,0.2683339519270369,0.19338845166539353,0.12739274862931257,0.3427073635871431,-0.034410366559894635,0.11879322313198493,0.06103723156095847,0.15296886460543074,-0.21809160343666795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.03343365669645499,0,3,-0.0761369587427093,-0.07517789570470845,0.09731874331459602,0.09667467796777844,0.2825637819599256,-0.00975817799237152,-0.06007009755389725,-0.03957196982264947,0.05265346170502679,0.16780340375922273,0.2781362074347503,0.01786282262349439,0.0231007656637109,0.32512658315909465,0.004413480728422698,-0.000131175511881807,0.162683299403237,0.14716133997694658,0.269819721628826,0.221556202779034,-0.13812708759355902,0.24352166184612445,-0.29572454600224235,0.020263486792989855,0.16539246231630172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.12310082057001677,0,4,-0.15179164159594352,0.16602929485003978,-0.04247731693311414,-0.16043775643318056,-0.10848327007276942,-0.021068762636424817,-0.12880497839833885,0.04894639481589856,-0.0076680245351082085,0.08260714439872459,0.05395148014712798,0.19078472496910842,-0.10858469677632065,-0.042668931218347854,0.038773183793708484,-0.2205067748852347,-0.2929964767154665,-0.26236416856438366,-0.023231249547414037,-0.20827497576453421,-0.030361794104275832,0.0006076818690539411,0.22382582429169598,0.0682858937403928,-0.010149074284659327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.0490507189141264,0,5,-0.15009630989920494,0.04318731376909962,-0.04545982677346891,-0.21731021711592607,0.10885305512817901,-0.07759135934568251,0.17196851458367127,-0.030989320934945306,0.14756166525740894,-0.051017501155576454,-0.09044310400962727,-0.0070958315296077105,-0.009542239758117958,-0.024348779146866374,0.20848675268742867,-0.05360809915002727,-0.01989187020351312,0.010486503979621305,0.01441323115830964,-0.02369116037921368,0.017342248725514996,-0.1970566057519907,-0.21625108611410937,0.013895650745186653,-0.0949691446460321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.0977375464147973,0,6,-0.11964265329991848,-0.1527628530840342,0.039937340401340504,-0.07251540933207234,-0.1520318096885795,0.07349817765757631,0.08161023168294657,0.21753550080816947,-0.04393243233495272,0.27445492237733504,-0.1841071465087734,0.13884422446683653,-0.06566852982059673,0.11837118445929647,0.1226666744263335,-0.018334437097829333,-0.2145309578282656,-0.03172200125075138,-0.343453540775303,-0.15633771771450328,0.2601637522875547,0.15228953601422182,0.19496433521760173,0.21470657763923232,0.19933553773581095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.19910273823753435,0,7,-0.023043163317832363,0.14868348079258004,-0.09792314787179845,-0.15928328478094655,0.1378946215903029,0.058956268941005516,0.16148144284693752,-0.21498366614175832,0.009141183268547997,-0.3115547610624367,-0.02702408758871047,0.025279091094384393,0.19775407300610026,-0.09065007274647931,-0.16932627856843704,0.1452037583305137,0.4063479512571583,-0.008477272264256342,0.25700364962253003,0.24683652754311353,-0.26318617605826483,0.23005212900636307,-0.01820044496426533,0.1465831143730135,0.23179670050847026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.027058615190863566,0,8,-0.06447190003973317,0.09818406400905784,0.1711539526114177,0.007539938286322737,-0.28527410610026976,0.1001612638782047,-0.022779525313891675,-0.10080726044770136,-0.046525652780951283,0.05114207286863618,-0.057883670982436075,0.1641650459939926,-0.09724532021780845,0.12009334629590343,-0.4015804541642129,-0.2781339492412739,-0.28722437935630196,-0.10568738659121135,-0.19193669036816496,-0.2682225287317245,0.0486026630447491,-0.1128066958044556,-0.04621002048224797,-0.051828655262975136,-0.09465017161012654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.22638964142939869,0,9,-0.009889506460949679,0.21795745056977187,0.11400111287497974,-0.1063405993010234,0.07604024259721119,-0.02756933203301879,0.11349351523938357,0.008144598149745615,-0.03931280861189153,-0.26834590183697626,0.03725772891810003,0.16420704447466916,0.2199449749398663,0.06205347015275187,-0.03855049470736332,0.0784936152801764,-0.005623871514697411,0.08856720496603816,0.10463937334818023,0.05655683731165982,-0.13170928011137595,-0.0565640445932736,0.13730308487633938,0.07784357667561638,-0.13941955548182577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
