Beans,Bulgur,Cheese,Fish,Meat,CSB,Dates,DSM,Milk,Salt,Lentils,Maize,Maize meal,Chickpeas,Rice,Sorghum,Soya-fortified bulgur wheat,Soya-fortified maize meal,Soya-fortified sorghum grits,Soya-fortified wheat flour,Sugar,Oil,Wheat,Wheat flour,WSB,intercept
0.0,-0.005807167566920265,-0.0,-0.0,-0.0,-0.07761662137664005,-0.0,0.0,-0.0,-0.0,-0.0,-0.0031189723968585246,-0.006805270344118391,-0.0,-0.01566057276615414,-0.0011290088567905236,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.00537154583520897,0.0,0.5400511379853511
