Beans,Bulgur,Cheese,Fish,Meat,CSB,Dates,DSM,Milk,Salt,Lentils,Maize,Maize meal,Chickpeas,Rice,Sorghum,Soya-fortified bulgur wheat,Soya-fortified maize meal,Soya-fortified sorghum grits,Soya-fortified wheat flour,Sugar,Oil,Wheat,Wheat flour,WSB,intercept
0.0,-0.004529263887597841,-0.0,-0.0,-0.0,-0.0776261088588853,-0.0,0.0,-0.0,0.0,-0.0,-0.007238997007436466,-0.01152329876263707,-0.0,-0.015633379900569094,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,9.440482945408637e-05,0.0,0.5416601534076473
