save_path,seed,cv_folds,task,parameters,best_params,valid_score,train_score,test_score,auc_train,auc_test,outcome,alg
results/linear/StudentEnroll_v1_offer_accepted_model.csv,1,5,binary,"{'C': array([0.001, 0.051, 0.101, 0.151, 0.201, 0.251, 0.301, 0.351, 0.401,
       0.451, 0.501, 0.551, 0.601, 0.651, 0.701, 0.751, 0.801, 0.851,
       0.901, 0.951]), 'penalty': ['l2', 'l1']}","{'C': 0.501, 'penalty': 'l1'}",1.0,1.0,0.9393370856785491,,,offer_accepted,linear
